user_reputation,reply_count,thumbs_up,thumbs_down,best_score,text,stars
1,0,0,0,100,This is my go to recipe for a delicious dessert! I follow the recipe and it always turns out perfect even the cream cheese frosting!! Recently made these and there wasn&#39;t even 1 left.,5
1,0,0,0,100,"This is the best cornbread I&#39;ve had, and the recipe is perfect as is. I also made it using half the sugar, and enjoyed it just as much.",5
1,0,0,0,100,Excellent flavor and really easy. I was able to substitute Greek yogurt for the buttermilk and my cupcakes were great and perfectly moist. I was also able to do it without an electric mixer so that&#39;s a plus!,5
10,0,1,0,193,"This was so simple and so flavorful. Everything worked well together, my husband and I both really enjoyed it.",5
0,0,1,0,193,"I seriously think these cookies are just about the best I&#39;ve ever tasted!  I made them for my pregnant daughter-in-law (because of the ginger) but loved them so much I intend to make another batch today!  By the way, I followed the recipe exactly; didn&#39;t change or add anything.  Perfect!!",5
1,0,0,0,100,I tried this out for a potluck dish. Everyone enjoyed &amp; was wanting the recipe! Will make again.,5
1,0,0,0,100,This was a tasty meal and my family enjoyed it.  The only thing I didn&#39;t like was the tortillas that were on the greased edge of the pan got hard and basically inedible but overall it was a good meal.  I think the mixture would also be good inside a burrito!,0
1,0,0,0,100,very good,5
1,0,0,0,100,yum-o!!!!,5
1,0,0,0,100,Very good.  The bottom layer of tortillas ended up hard though.,5
1,0,0,0,100,everyone  really liked this one it is a keeper.,5
1,0,0,0,100,Awesome recipe!!!!,5
1,0,0,0,100,"Only one word.....DELICIOUS!!!  We took it as an extra dessert to a birthday party.  People were bypassing the birthday cake to get seconds.  The pan was almost clean when we left!  We had either vanilla ice cream or Cool Whip to put on top.  Either one was good.  Also, we used Golden Delicious apples.  SOOOO good.",5
1,0,0,0,100,This was brought to me as muffins after a motorcycle accident.  THEY ARE THE BEST!!!  I add extra nuts and more bananas but they always turn out great!!,5
1,0,0,0,100,Made it many times now &amp; my family LOVES it!,5
1,0,0,0,100,Wow! These cupcakes are great; the icing certainly sets these cupcakes apart from the many other recipes available. We made some to share with neighbors and they also enjoyed them much.,5
1,0,0,0,100,"Since I didn&#39;t check my pantry before starting the recipe, I used both Crisco and butter in place of the latter; one packet of Dream Whip in place of the instant vanilla pudding; only one cup of chocolate chips (since that&#39;s all I had); and one cup of toffee bits (to make up for the missing mix-ins). Despite ALL of these changes, the cookies were chewy, moist, and *very* tasty. I&#39;ve added it to my recipe box!",5
1,0,0,0,100,"AMAZING!  I used only one chuck roast since there&#39;s only 2 of us and omitted the ranch, just because I was a cheapskate at the store.  Definitely worth making.~ Theresa",5
1,0,0,0,100,Recipe ingredient list does not include amount of chicken.  How many breasts?,2
1,0,0,0,100,I thought this was very good and even better with a tsp of cinnamon added. will definitely make again.,5
1,0,0,0,100,I made these last night and they were really good!  I chopped my chicken into chunks instead of strips so they are easier to eat.  I will make them again soon!  I made enough for leftovers for salads this week!,5
1,0,0,0,100,Best ever!,5
1,0,24,14,734,Now I know why you said your family never tires of this recipe. I used a pound of pre-seasoned Italian chicken breast I had in the freezer. I did rinse the chicken before cooking so the seasoning didn&#39;t mix with the recipe. Glad to see this recipe was a contest winner because it deserves the highest rating possible.,5
1,0,0,0,100,My husband says this is absolutely the best thing I make!,5
1,0,0,0,100,This is a great casserole for breakfast or any other meal!  It lends itself to being very adaptable. I used pepperjack and a little less cheese also. I have tried it with spicy Italian sausage and another time with diced Polish Kielbasa.  Always rave reviews from the peanut gallery!,4
1,0,0,0,100,My favorite cake ever!!!!!,5
1,0,0,0,100,"I changed the recipe slightly by only using 1/2 can of chilies, about 1 1/2 cans of beans, 1/2 an onion, and 1/4 tsp cumin.  I also used fat free sour cream and added a tbsp of butter at the end... it was DELISH!!!",5
1,0,0,0,100,Delicious! Followed the recipe exactly and it was amazing.1 tbsp of pumpkin pie spice =1 1/2 tsp cinnamon1/2 tsp ground nutmeg1/2 tsp ground ginger1/4 tsp ground cloves,5
1,0,0,0,100,"I didn&#39;t have lemon juice so I used cut up pineapple pieces and squeezed them in the bag, threw them out before cooking because I didn&#39;t want a too tropical flavor, but next time might just cook it that way. Didn&#39;t taste the pineapple at all. I used 4 small breasts. Was delicious and one of my best meals ever.",5
1,0,0,0,100,These are wonderful and we enjoy them without the topping. Delicious!,5
1,0,1,0,193,Great cornbread recipe. It&#39;s a keeper.,5
1,0,6,1,319,"This is one of my husband&#39;s favorite dishes and I&#39;ve made this dish numerous times since we first tried it. I use the shredded coleslaw that includes shredded carrots and add additional shredded carrot until it &#34;looks right.&#34; I also add a little more ground ginger than called for, as we like the additional flavor. I now keep rice noodles on hand just for this recipe. I also save some time by browning a full pound of ground pork ahead of time in the sesame oil, separating it into two 1/2-pound packages and freezing it (just remember to label the package so as to not confuse it for browned ground beef). This dish goes together so quickly with these short cut hacks and you have a delicious alternative to time-consuming conventional egg rolls. Delicious flavor!!",5
1,0,0,0,100,Very skeptical of veggie soups but WOW! Very delicious and full of flavor. I just diced the carrots and added a 1/4 cup diced onions too. Will be making again!!,5
1,0,0,0,100,wonderful!!!,5
1,0,0,0,100,"I have searched for so long for a really good creamy mac &amp; cheese.  This is awesome!  It is a bit of work and expense but oh so worth it all.  With so many in my family who love mac &amp; cheese, this is indeed a keeper.",5
1,0,0,0,100,"Getting the jello to dissolve in the hot water was a bit difficult.The church ladies said it was delicious, and so did my husband.46041",5
1,0,0,0,100,"This is my 1st time submitting a review for an online recipe, although I use them often.  This time I was compelled to create a user ID so I could share how well these turned out.  I typically find online recipes too bland for my family, this one was an exception, although I did add a half tsp more of every spice in the recipe and more citrus and cilantro.   This is a very authentic (at least NA authentic) dish.   Tip: marinate the chicken for as long as possible",5
1,0,6,1,319,"Delicious and different as I was not prepared for the sponge-like texture.  Served with lemon curd and whipped cream.  As with most cake recipes I come across and don&#39;t see salt, I added about 1/3 tsp plus used one (1) Tbsp high quality vanilla. After greasing glass cake pan, I sprinkled it with sugar before adding batter.  And, for me cake took longer to bake than 30 minutes while increased baking time gradually. This cake could definitely be substituted for the biscuits in shortcake.  Yum!",5
1,0,0,0,100,Absolutely the worst bread recipe ever. There was way to much flour it was like the Sahara Desert in my mouth.,0
1,0,0,0,100,Delicious meal!  Good to make ahead for taking meals to people!,5
1,0,1,1,142,"I absolutely love this recipe, it has fantastic flavor, and it&#39;s very appealing to look at! Two changes I made from the original recipe, is to use plain ground pork over sausage, and I add some cubed butternut squash. Also not bad if you happen to not have the tortellini (because you ran out of the store without grabbing it) to use some other type of pasta, like farfalle.",5
1,0,0,0,100,"I am not experienced with yeast breads at all.  This is the second one I&#39;ve made.  I followed the recipe exactly and was rewarded with two beautiful and delicious loaves of bread.  The crust came out just right crispness and the texture on the inside is delightful, soft, delicious.  I am so proud of how they turned out!  Easy to follow directions, will definitely use this recipe again.Edit:  My family tried it later in the day and all 4 of them lost their mind over the deliciousness, and I received specific compliments on crust and texture.  This bread is really a hit!",5
1,1,0,0,100,"Made this last night so we can come home to it for dinner today.  It&#39;s very yummy and tasty, however, it came out pretty thick. A little thicker than we wanted. What do you gals suggest I add to it to cut the thickness? Water or milk?",5
1,0,0,1,100,Great loaf! Used pumpkin instead of water and used cake flour.,5
1,0,2,0,253,This is a great recipe. I make the soup for my family. We all love it.,5
1,0,0,0,100,Whole family LOVED this one. Only problem I had was the bottom layer of tortillasa was hard. Maybe need to put down some of the meat mixture first,5
